customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
1897,Jennifer,Cortez,Nauru,75,Male,111440,64,36,177,36,94984,998,100,1000,5000,500,50000,1
7584,Jonathan,Mullins,Nauru,51,Male,142921,53,27,213,48,87913,986,100,1000,5000,500,50000,1
4237,Cynthia,Ford,South Georgia and the South Sandwich Islands,26,Male,121168,68,30,162,41,96675,994,100,1000,5000,500,50000,1
4289,Jessica,Lester,Netherlands,37,Male,102301,77,17,365,31,98113,992,100,1000,5000,500,50000,1
7992,Danielle,Terry,Finland,36,Male,23638,41,32,242,45,91056,992,100,1000,5000,500,50000,1
8408,Rachel,Lopez,Denmark,62,Female,135028,21,10,307,37,95959,997,100,1000,5000,500,50000,0
5115,Stephanie,Kaufman,Kiribati,60,Male,33258,40,29,278,46,90919,991,100,1000,5000,500,50000,1
2428,Melissa,Morris,Sierra Leone,55,Female,22288,79,17,170,43,94920,993,100,1000,5000,500,50000,1
5356,Kara,Pierce,Ukraine,26,Female,133476,8,33,177,40,95736,996,100,1000,5000,500,50000,0
3464,Michael,Lewis,Italy,57,Female,119264,32,35,155,34,95472,997,100,1000,5000,500,50000,0
3391,Benjamin,Bailey,Norfolk Island,70,Female,140276,61,32,256,45,91493,993,100,1000,5000,500,50000,1
6896,Joshua,Blanchard,Romania,57,Male,28450,52,27,220,49,87264,984,100,1000,5000,500,50000,1
1644,Dustin,Palmer,Portugal,65,Male,26652,5,30,358,32,97399,993,100,1000,5000,500,50000,1
6731,Gerald,Walters,Benin,55,Male,129175,52,23,213,49,86490,982,100,1000,5000,500,50000,1
4518,Rodney,Richmond,Bouvet Island (Bouvetoya),69,Female,44460,41,1,148,16,59547,863,98,996,4991,500,49997,1
6798,Margaret,Grant,Antarctica (the territory South of 60 deg S),62,Female,130298,58,9,278,39,94627,998,100,1000,5000,500,50000,0
8532,Tracey,Townsend,Senegal,56,Male,122008,39,32,314,39,96771,995,100,1000,5000,500,50000,1
6164,Jennifer,Smith,North Macedonia,48,Female,65378,65,28,365,31,97824,992,100,1000,5000,500,50000,1
5917,Angel,Martinez,Belgium,79,Male,52933,52,10,256,42,93490,996,100,1000,5000,500,50000,0
6894,Kimberly,Nolan,British Virgin Islands,48,Female,117410,59,6,249,35,92917,1000,100,1000,5000,500,50000,0
7080,Lacey,Nichols,Portugal,49,Female,46011,46,13,191,43,93826,994,100,1000,5000,500,50000,1
1610,Denise,Harris,Burundi,60,Male,131130,65,34,256,42,93050,996,100,1000,5000,500,50000,1
6134,Ashley,Brown,Iran,61,Male,54236,21,38,365,19,74225,948,99,1000,4999,500,50000,1
2153,Maria,Kent,Angola,43,Male,101087,78,37,97,17,67887,913,99,999,4997,500,49999,1
5677,Parker,Roth,Mexico,62,Female,93664,77,15,155,40,97508,993,100,1000,5000,500,50000,1
8303,Ashley,Mcgee,Denmark,45,Male,119298,47,40,358,18,67791,916,99,999,4997,500,49999,1
3929,Matthew,Daniels,Norfolk Island,38,Female,52573,29,17,235,49,87070,984,100,1000,5000,500,50000,1
9089,Melissa,Willis,Mauritius,40,Female,24289,25,16,90,24,89333,987,100,1000,5000,500,50000,1
9611,Casey,Sampson,Nigeria,80,Female,52116,38,32,307,40,96137,995,100,1000,5000,500,50000,1
7830,Rebecca,Pope,Turks and Caicos Islands,67,Female,117629,69,34,220,42,93091,996,100,1000,5000,500,50000,1
1610,Denise,Harris,Burundi,60,Male,131130,40,40,264,32,90632,999,100,1000,5000,500,50000,0
6052,Rhonda,Hensley,Christmas Island,29,Female,82996,56,7,213,37,93730,999,100,1000,5000,500,50000,0
5437,Jesus,Wood,Guyana,27,Male,148410,8,31,228,46,90296,991,100,1000,5000,500,50000,1
4237,Cynthia,Ford,South Georgia and the South Sandwich Islands,26,Male,121168,27,1,322,18,63840,895,99,998,4995,500,49999,1
5050,Erik,Porter,Pakistan,57,Male,54867,71,27,206,48,88746,987,100,1000,5000,500,50000,1
1419,Brian,Sanders,Bosnia and Herzegovina,43,Female,51580,34,15,235,47,88826,988,100,1000,5000,500,50000,1
4456,Michael,Williams,Guinea-Bissau,55,Female,66887,74,30,199,45,91800,992,100,1000,5000,500,50000,1
9629,Daniel,Cordova,Qatar,72,Male,113309,5,13,358,30,95703,994,100,1000,5000,500,50000,0
2077,Luis,Travis,American Samoa,73,Male,75758,51,15,104,28,94220,992,100,1000,5000,500,50000,0
2402,Erica,Sanders,United Kingdom,32,Female,84475,59,20,264,49,86658,983,100,1000,5000,500,50000,1
6822,Mary,Arnold,Antigua and Barbuda,19,Female,40305,7,23,112,33,99310,990,100,1000,5000,500,50000,0
4446,Rachel,Simmons,Faroe Islands,70,Female,53478,36,32,256,45,91493,993,100,1000,5000,500,50000,1
6417,Nancy,Smith,Korea,60,Male,141730,73,10,358,27,90184,993,100,1000,5000,500,50000,1
2580,Ashlee,Torres,France,61,Female,75477,40,10,228,42,93320,996,100,1000,5000,500,50000,0
6504,Kelli,King,Benin,55,Male,74615,14,1,228,25,79128,976,100,1000,5000,500,50000,1
3454,Patricia,Simpson,Mauritania,41,Female,69934,8,14,271,45,91427,992,100,1000,5000,500,50000,0
6164,Jennifer,Smith,North Macedonia,48,Female,65378,53,18,300,45,93057,991,100,1000,5000,500,50000,1
6420,Stephen,Holland,Israel,71,Male,76126,36,13,336,35,97829,994,100,1000,5000,500,50000,1
8064,Connor,Harris,Philippines,31,Male,29217,70,29,90,24,88696,987,100,1000,5000,500,50000,1
7738,Bruce,Cisneros,Guatemala,79,Male,98183,9,8,199,37,94434,998,100,1000,5000,500,50000,0
3972,Brandon,Smith,Eritrea,69,Female,28145,55,32,285,43,93869,995,100,1000,5000,500,50000,1
1627,Gabriela,Johnson,Turks and Caicos Islands,61,Female,77288,77,37,177,34,94038,999,100,1000,5000,500,50000,1
5976,Karen,Peterson,Burundi,40,Male,125200,61,17,155,41,97235,992,100,1000,5000,500,50000,1
2085,Kevin,Russell,Kenya,70,Male,138702,16,37,90,14,61214,867,98,997,4991,500,49996,1
5153,Tina,Cunningham,Micronesia,38,Male,135659,69,25,213,49,86889,983,100,1000,5000,500,50000,1
3049,David,Cross,Belgium,75,Female,114620,52,26,228,49,86197,982,100,1000,5000,500,50000,1
5838,Michelle,Robles,Belgium,22,Male,148634,37,6,90,12,50683,777,95,988,4972,500,49976,1
3929,Matthew,Daniels,Norfolk Island,38,Female,52573,74,10,235,42,93210,996,100,1000,5000,500,50000,1
5579,Ann,Harding,Tunisia,42,Male,23694,22,7,278,36,93795,999,100,1000,5000,500,50000,0
6337,Alexander,Hill,Palestinian Territory,66,Male,137278,18,23,293,47,90837,989,100,1000,5000,500,50000,1
2992,Charles,Stephenson,Angola,70,Female,56332,11,6,220,35,92904,1000,100,1000,5000,500,50000,0
3528,David,Williams,Norfolk Island,39,Female,106376,76,25,235,50,85481,980,100,1000,5000,500,50000,1
1219,James,Jones,Germany,18,Female,41296,5,36,314,34,94729,998,100,1000,5000,500,50000,0
9289,Paul,Mitchell,Heard Island and McDonald Islands,74,Male,148744,58,3,97,8,33592,582,82,937,4878,499,49718,1
8316,Steven,Carpenter,Belize,58,Female,61008,66,36,119,24,85722,986,100,1000,5000,500,50000,1
4600,Gloria,Adams,Tonga,49,Male,34084,65,14,228,46,89986,990,100,1000,5000,500,50000,1
7438,Jennifer,Fischer,Guam,31,Male,47203,7,17,104,29,96287,992,100,1000,5000,500,50000,0
5845,Ian,Adams,Antigua and Barbuda,48,Male,104001,37,3,365,12,50362,778,95,988,4972,500,49977,1
3528,David,Williams,Norfolk Island,39,Female,106376,25,37,112,21,78248,964,99,1000,5000,500,50000,1
2289,Jason,Mills,Ghana,30,Male,108467,11,23,271,49,87246,984,100,1000,5000,500,50000,1
7250,Theresa,Oliver,Netherlands Antilles,25,Female,97040,57,23,155,42,96691,992,100,1000,5000,500,50000,1
5705,Abigail,Lloyd,Iraq,57,Female,101795,29,9,170,35,95364,998,100,1000,5000,500,50000,0
1056,Richard,Cook,Benin,18,Female,96297,36,19,264,49,87050,984,100,1000,5000,500,50000,1
2428,Melissa,Morris,Sierra Leone,55,Female,22288,68,35,220,41,93611,997,100,1000,5000,500,50000,1
7553,Samantha,Blair,Greenland,33,Male,53518,68,2,351,14,54146,816,96,992,4982,500,49989,1
7534,Rachel,Harris,Congo,47,Male,137757,76,11,213,43,93277,995,100,1000,5000,500,50000,1
9020,Jennifer,Gonzalez,Sao Tome and Principe,45,Male,23180,67,6,170,30,90878,998,100,1000,5000,500,50000,0
2234,Caitlin,Young,Ethiopia,67,Female,136609,18,30,285,45,92585,993,100,1000,5000,500,50000,1
9405,Jorge,Marshall,Antarctica (the territory South of 60 deg S),28,Female,143481,42,15,278,46,91428,991,100,1000,5000,500,50000,1
4312,Regina,Robinson,San Marino,37,Female,38742,29,4,336,21,76303,961,100,1000,5000,500,50000,1
2592,Anthony,Terry,Trinidad and Tobago,77,Male,70605,56,34,242,43,92724,995,100,1000,5000,500,50000,1
7735,Jonathan,Martinez,Seychelles,44,Female,62887,78,14,220,46,90348,991,100,1000,5000,500,50000,1
2153,Maria,Kent,Angola,43,Male,101087,54,12,141,34,97110,995,100,1000,5000,500,50000,0
5490,Jonathan,Meyer,Burundi,80,Male,97381,55,29,351,34,98774,992,100,1000,5000,500,50000,1
5172,Joseph,Wilson,Senegal,19,Male,141457,8,16,322,41,97254,993,100,1000,5000,500,50000,0
4360,Madison,Hawkins,Japan,48,Female,94834,29,15,336,37,98569,993,100,1000,5000,500,50000,1
4377,Pamela,Perkins,Western Sahara,76,Male,79995,70,8,206,38,94279,998,100,1000,5000,500,50000,0
9319,Kimberly,Green,Slovenia,43,Male,122587,45,29,351,34,98774,992,100,1000,5000,500,50000,1
9629,Daniel,Cordova,Qatar,72,Male,113309,19,30,141,37,98455,993,100,1000,5000,500,50000,0
3221,John,Lopez,Turks and Caicos Islands,37,Female,37536,70,22,119,34,99902,990,100,1000,5000,500,50000,1
3688,Isaac,Rodriguez,Norway,42,Male,124567,31,4,228,32,89754,999,100,1000,5000,500,50000,0
5671,Carol,Kelly,Cocos (Keeling) Islands,57,Female,67431,73,34,126,29,93187,995,100,1000,5000,500,50000,1
5917,Angel,Martinez,Belgium,79,Male,52933,16,6,307,31,90999,998,100,1000,5000,500,50000,0
3126,Kaitlyn,Rodriguez,Sweden,70,Male,60149,33,39,112,17,68013,916,99,999,4997,500,49999,1
6497,Christopher,Olsen,Paraguay,51,Female,114452,28,9,278,39,94627,998,100,1000,5000,500,50000,0
5518,Kelsey,Valenzuela,Maldives,64,Female,57880,33,29,365,31,97039,993,100,1000,5000,500,50000,1
3929,Matthew,Daniels,Norfolk Island,38,Female,52573,37,11,170,38,96298,996,100,1000,5000,500,50000,0
7577,Brandy,Burton,Monaco,38,Male,93114,63,9,112,23,83754,981,100,1000,5000,500,50000,1
3161,Gabriel,Davis,Belarus,39,Male,38232,50,25,141,39,98917,991,100,1000,5000,500,50000,1
3418,Aaron,Lee,Gabon,41,Female,35213,36,25,365,33,99174,990,100,1000,5000,500,50000,1
7859,Dennis,Freeman,Lithuania,52,Male,22975,31,10,351,28,92311,995,100,1000,5000,500,50000,0
5673,Jennifer,Martinez,Netherlands,30,Male,42929,23,10,336,32,94955,996,100,1000,5000,500,50000,0
8202,Brenda,Cook,Romania,80,Male,53342,7,29,148,39,98168,993,100,1000,5000,500,50000,0
8532,Tracey,Townsend,Senegal,56,Male,122008,7,33,242,44,91950,994,100,1000,5000,500,50000,0
7534,Rachel,Harris,Congo,47,Male,137757,9,3,256,29,86925,996,100,1000,5000,500,50000,0
8825,Amanda,Williams,Iceland,72,Male,88887,72,8,249,39,93862,998,100,1000,5000,500,50000,0
2077,Luis,Travis,American Samoa,73,Male,75758,58,32,220,45,91549,993,100,1000,5000,500,50000,1
4289,Jessica,Lester,Netherlands,37,Male,102301,78,13,177,41,95467,995,100,1000,5000,500,50000,1
4454,Casey,Rodriguez,Jamaica,39,Male,139911,74,19,285,47,90074,988,100,1000,5000,500,50000,1
5378,Charles,Hernandez,Saint Martin,37,Male,117495,25,33,264,43,92713,995,100,1000,5000,500,50000,1
8303,Ashley,Mcgee,Denmark,45,Male,119298,76,15,314,41,96507,993,100,1000,5000,500,50000,1
3836,Seth,Lin,Croatia,58,Male,26679,10,1,235,25,79319,977,100,1000,5000,500,50000,1
2094,Robert,Mendez,France,57,Male,134146,10,32,307,40,96137,995,100,1000,5000,500,50000,0
3296,Mark,Hicks,Gabon,55,Male,24807,26,26,97,28,95139,991,100,1000,5000,500,50000,0
4073,Jesse,Smith,British Virgin Islands,19,Male,122110,54,27,322,42,96934,992,100,1000,5000,500,50000,1
1176,Tammy,Robinson,Yemen,32,Male,118477,24,39,148,26,85483,989,100,1000,5000,500,50000,1
2985,Judith,Gilbert,Tonga,36,Female,54771,49,27,199,47,89740,988,100,1000,5000,500,50000,1
3654,Jason,Smith,Pakistan,23,Male,135713,55,30,213,46,90271,990,100,1000,5000,500,50000,1
2394,Cassidy,Gomez,San Marino,32,Male,23823,14,17,322,41,97079,992,100,1000,5000,500,50000,1
1728,Jessica,Morris,Samoa,34,Male,90527,71,19,213,49,87163,984,100,1000,5000,500,50000,1
9405,Jorge,Marshall,Antarctica (the territory South of 60 deg S),28,Female,143481,22,34,206,42,93838,996,100,1000,5000,500,50000,0
4762,Tammie,Brewer,Bangladesh,72,Male,103933,79,19,365,32,99022,991,100,1000,5000,500,50000,1
1161,Rodney,Richards,Ecuador,51,Male,83771,5,4,97,10,42899,697,90,974,4944,500,49921,1
6253,Susan,Delgado,Mayotte,32,Male,73104,32,38,307,32,92162,998,100,1000,5000,500,50000,0
6558,Elizabeth,Davila,Nicaragua,57,Female,131775,19,4,307,27,85064,990,100,1000,5000,500,50000,1
6134,Katelyn,Williamson,Denmark,32,Female,69538,71,8,177,35,94561,998,100,1000,5000,500,50000,0
2436,Jeffrey,Olson,Ireland,50,Female,84312,71,22,300,46,92287,990,100,1000,5000,500,50000,1
5579,Ann,Harding,Tunisia,42,Male,23694,7,27,177,45,93375,992,100,1000,5000,500,50000,0
7875,Jacqueline,Watkins,Uzbekistan,75,Male,26049,25,35,191,39,94921,997,100,1000,5000,500,50000,0
4627,Kathy,Nichols,Dominican Republic,46,Male,76819,64,20,365,33,99274,990,100,1000,5000,500,50000,1
7601,Kenneth,Simmons,French Polynesia,18,Male,69793,28,5,271,33,91288,1000,100,1000,5000,500,50000,0
6719,Cody,Wilson,New Caledonia,49,Male,33514,50,1,191,23,75096,960,100,1000,5000,500,50000,1
7584,Jonathan,Mullins,Nauru,51,Male,142921,77,7,220,37,93673,999,100,1000,5000,500,50000,0
1528,Frank,Wallace,Sri Lanka,77,Male,141247,19,4,104,12,50648,780,95,988,4973,500,49977,1
7738,Bruce,Cisneros,Guatemala,79,Male,98183,72,24,104,30,97964,991,100,1000,5000,500,50000,1
7577,Brandy,Burton,Monaco,38,Male,93114,10,23,242,50,85036,979,100,1000,5000,500,50000,1
2196,Sandra,Jones,China,53,Male,104373,33,37,322,31,92589,998,100,1000,5000,500,50000,0
6896,Joshua,Blanchard,Romania,57,Male,28450,44,3,264,29,86606,995,100,1000,5000,500,50000,0
9096,Kathryn,Gentry,Sweden,73,Female,119217,35,37,293,35,94182,999,100,1000,5000,500,50000,0
8410,Richard,Mitchell,Denmark,21,Female,90093,51,14,329,38,97994,993,100,1000,5000,500,50000,1
5162,Michael,Wade,Moldova,32,Male,82739,27,8,170,34,94358,998,100,1000,5000,500,50000,0
9860,Joshua,Cox,Germany,29,Female,33913,47,11,228,43,92668,995,100,1000,5000,500,50000,1
1176,Tammy,Robinson,Yemen,32,Male,118477,65,19,162,43,95641,992,100,1000,5000,500,50000,1
4398,Jose,Mason,Bulgaria,21,Female,80451,75,33,264,43,92713,995,100,1000,5000,500,50000,1
2153,Maria,Kent,Angola,43,Male,101087,19,30,300,43,94591,994,100,1000,5000,500,50000,1
5857,Grant,Macdonald,Philippines,42,Female,128870,48,6,249,35,92917,1000,100,1000,5000,500,50000,0
4456,Michael,Williams,Guinea-Bissau,55,Female,66887,5,17,351,35,99370,991,100,1000,5000,500,50000,1
4446,Rachel,Simmons,Faroe Islands,70,Female,53478,32,3,249,29,87127,996,100,1000,5000,500,50000,0
3450,Brooke,Wright,Norfolk Island,62,Female,22489,67,24,358,35,99910,990,100,1000,5000,500,50000,1
2077,Luis,Travis,American Samoa,73,Male,75758,11,20,155,42,96788,992,100,1000,5000,500,50000,0
4762,Tammie,Brewer,Bangladesh,72,Male,103933,74,13,104,26,91022,991,100,1000,5000,500,50000,1
3323,Andrew,Page,Albania,59,Female,61259,29,30,264,46,90180,990,100,1000,5000,500,50000,1
4168,Dennis,Crane,Tunisia,71,Female,44047,19,29,112,30,96816,993,100,1000,5000,500,50000,0
5579,Ann,Harding,Tunisia,42,Male,23694,47,40,351,19,72294,941,99,1000,4999,500,50000,1
7601,Kenneth,Simmons,French Polynesia,18,Male,69793,32,15,365,30,96504,993,100,1000,5000,500,50000,1
5483,Debbie,Carson,Myanmar,60,Female,116718,29,16,148,39,98217,992,100,1000,5000,500,50000,0
6253,Susan,Delgado,Mayotte,32,Male,73104,19,3,213,29,86547,995,100,1000,5000,500,50000,0
4237,Cynthia,Ford,South Georgia and the South Sandwich Islands,26,Male,121168,5,16,293,45,92807,992,100,1000,5000,500,50000,0
2839,Shirley,Thomas,Israel,22,Male,136694,23,40,300,29,88140,996,100,1000,5000,500,50000,1
9611,Casey,Sampson,Nigeria,80,Female,52116,73,7,249,37,93619,999,100,1000,5000,500,50000,0
4542,Terri,Smith,Madagascar,67,Male,108904,15,23,112,33,99310,990,100,1000,5000,500,50000,0
6103,Courtney,Gilmore,Bulgaria,21,Female,56079,25,9,365,23,84290,982,100,1000,5000,500,50000,1
6894,Kimberly,Nolan,British Virgin Islands,48,Female,117410,32,15,351,34,98490,992,100,1000,5000,500,50000,1
2435,Scott,Allen,Central African Republic,65,Male,25189,57,33,300,40,95648,996,100,1000,5000,500,50000,1
4689,James,Huber,Solomon Islands,34,Female,78318,15,9,351,27,89969,993,100,1000,5000,500,50000,0
9629,Daniel,Cordova,Qatar,72,Male,113309,22,30,329,38,98018,993,100,1000,5000,500,50000,1
1108,Elizabeth,Brown,Costa Rica,77,Male,37791,29,17,213,48,88369,987,100,1000,5000,500,50000,1
3464,Michael,Lewis,Italy,57,Female,119264,41,9,170,35,95364,998,100,1000,5000,500,50000,0
3836,Seth,Lin,Croatia,58,Male,26679,48,40,314,27,85701,991,100,1000,5000,500,50000,1
4398,Jose,Mason,Bulgaria,21,Female,80451,39,24,220,50,85909,981,100,1000,5000,500,50000,1
6504,Kelli,King,Benin,55,Male,74615,78,39,249,35,92380,1000,100,1000,5000,500,50000,1
7145,Ashley,Robinson,Azerbaijan,23,Male,113107,48,2,351,14,54146,816,96,992,4982,500,49989,1
2234,Caitlin,Young,Ethiopia,67,Female,136609,57,37,242,38,93669,999,100,1000,5000,500,50000,1
6164,Jennifer,Smith,North Macedonia,48,Female,65378,54,13,358,30,95703,994,100,1000,5000,500,50000,1
7094,Jason,Alvarez,Lesotho,29,Female,68725,16,17,235,49,87070,984,100,1000,5000,500,50000,1
4367,Cynthia,Williams,Bermuda,71,Female,139976,71,7,206,36,93778,999,100,1000,5000,500,50000,0
5953,Kayla,Kim,Jamaica,80,Female,24683,73,6,228,35,92916,1000,100,1000,5000,500,50000,0
7321,Amanda,Peterson,Hungary,25,Female,52871,37,2,365,10,41303,681,89,970,4937,500,49904,1
7136,Brandon,Jackson,Brazil,54,Male,102724,75,9,162,34,95215,997,100,1000,5000,500,50000,0
4542,Terri,Smith,Madagascar,67,Male,108904,67,2,285,25,80529,980,100,1000,5000,500,50000,1
1528,Frank,Wallace,Sri Lanka,77,Male,141247,49,32,343,33,97177,994,100,1000,5000,500,50000,1
4377,Pamela,Perkins,Western Sahara,76,Male,79995,54,13,256,45,91214,992,100,1000,5000,500,50000,1
6429,Renee,Ford,Korea,52,Female,112294,52,20,97,28,95809,991,100,1000,5000,500,50000,1
2018,Cynthia,Rodriguez,Christmas Island,54,Female,51283,53,18,148,40,98111,992,100,1000,5000,500,50000,1
2006,James,Adams,French Polynesia,43,Female,101286,33,37,293,35,94182,999,100,1000,5000,500,50000,0
3296,Mark,Hicks,Gabon,55,Male,24807,51,23,199,48,88470,986,100,1000,5000,500,50000,1
9089,Melissa,Willis,Mauritius,40,Female,24289,42,10,351,28,92311,995,100,1000,5000,500,50000,1
3346,Courtney,Morgan,Bangladesh,49,Male,29630,58,13,199,44,93048,994,100,1000,5000,500,50000,1
4528,Michael,Gilbert,Malawi,21,Male,26630,49,15,148,38,98187,993,100,1000,5000,500,50000,1
8007,Alicia,Blake,Uzbekistan,46,Male,107684,52,29,220,47,88827,988,100,1000,5000,500,50000,1
4452,Regina,Taylor,Paraguay,19,Female,55819,20,36,126,26,88472,992,100,1000,5000,500,50000,1
5337,Louis,Rogers,Cote d'Ivoire,51,Male,59917,8,23,365,33,99439,990,100,1000,5000,500,50000,1
1286,Jeffrey,Miller,Ecuador,75,Female,107912,56,8,278,37,94412,998,100,1000,5000,500,50000,0
5345,Donna,Hill,Palestinian Territory,46,Female,50705,49,40,235,33,90923,1000,100,1000,5000,500,50000,0
2401,Jason,Lawrence,Slovakia (Slovak Republic),63,Female,43734,72,4,170,26,84852,989,100,1000,5000,500,50000,1
4537,Morgan,Clarke,Albania,31,Female,22318,16,28,293,45,92419,992,100,1000,5000,500,50000,1
7553,Samantha,Blair,Greenland,33,Male,53518,76,36,358,25,86172,987,100,1000,5000,500,50000,1
1528,Nicole,May,Guernsey,45,Female,114050,42,16,256,48,88466,987,100,1000,5000,500,50000,1
9289,Paul,Mitchell,Heard Island and McDonald Islands,74,Male,148744,24,22,112,32,99280,990,100,1000,5000,500,50000,0
3000,James,Wilson,British Indian Ocean Territory (Chagos Archipelago),68,Male,97835,43,35,184,38,95260,997,100,1000,5000,500,50000,0
1878,Scott,Brewer,Lao People's Democratic Republic,66,Female,52548,79,7,206,36,93778,999,100,1000,5000,500,50000,0
9319,Kimberly,Green,Slovenia,43,Male,122587,60,20,293,47,91055,989,100,1000,5000,500,50000,1
6134,Katelyn,Williamson,Denmark,32,Female,69538,9,12,213,44,92565,994,100,1000,5000,500,50000,0
3359,Gary,Marshall,Iceland,39,Female,36656,31,38,336,26,87166,991,100,1000,5000,500,50000,1
8383,Sarah,Jones,Cameroon,70,Male,67415,52,28,104,29,95922,992,100,1000,5000,500,50000,1
4002,Sarah,Newman,Australia,32,Female,21330,8,36,206,39,94285,998,100,1000,5000,500,50000,0
8921,Kenneth,Hart,Korea,53,Male,92256,6,3,191,27,84613,990,100,1000,5000,500,50000,0
3052,Jennifer,Gomez,Greece,59,Male,114649,39,16,184,45,92976,992,100,1000,5000,500,50000,1
5260,Crystal,Wilson,New Caledonia,55,Female,26903,11,7,112,20,75552,954,99,1000,4999,500,50000,1
5162,Michael,Wade,Moldova,32,Male,82739,24,30,162,41,96675,994,100,1000,5000,500,50000,0
7209,Anthony,Cook,Sri Lanka,62,Female,77465,52,40,97,11,47921,751,93,984,4964,500,49963,1
8532,Tracey,Townsend,Senegal,56,Male,122008,69,5,220,33,91581,1000,100,1000,5000,500,50000,0
2081,Amy,White,Tanzania,72,Male,63663,35,6,220,35,92904,1000,100,1000,5000,500,50000,0
1878,Scott,Brewer,Lao People's Democratic Republic,66,Female,52548,55,7,249,37,93619,999,100,1000,5000,500,50000,0
4180,Tammy,Browning,Romania,74,Female,109081,68,22,285,48,89556,988,100,1000,5000,500,50000,1
1665,Melissa,Wall,Philippines,39,Male,40269,33,37,148,29,91343,997,100,1000,5000,500,50000,0
3059,Christopher,Hall,Faroe Islands,30,Female,53467,16,29,249,48,88376,987,100,1000,5000,500,50000,1
2816,Nicole,Shaw,Botswana,65,Female,59360,25,34,148,34,96143,996,100,1000,5000,500,50000,0
6548,Robert,Wagner,Wallis and Futuna,52,Female,43777,29,18,249,49,86540,983,100,1000,5000,500,50000,1
8273,Michelle,Rivera,Macao,30,Female,73841,62,40,97,11,47921,751,93,984,4964,500,49963,1
5802,Stephanie,Henson,Saudi Arabia,44,Male,85247,31,31,329,37,97855,994,100,1000,5000,500,50000,1
3670,Jaime,Nelson,Australia,47,Female,30710,67,6,220,35,92904,1000,100,1000,5000,500,50000,0
4537,Morgan,Clarke,Albania,31,Female,22318,45,17,278,47,89995,989,100,1000,5000,500,50000,1
2094,Robert,Mendez,France,57,Male,134146,75,26,314,43,95505,992,100,1000,5000,500,50000,1
3354,Barry,Jennings,Lithuania,74,Female,63006,76,38,119,21,77900,964,99,1000,5000,500,50000,1
5108,Christina,Green,El Salvador,53,Male,137382,28,33,343,32,96146,995,100,1000,5000,500,50000,1
1775,Clinton,Green,Cayman Islands,52,Male,21132,68,31,177,42,95173,994,100,1000,5000,500,50000,1
4110,Edwin,Herman,Afghanistan,26,Female,116781,23,37,162,32,93232,998,100,1000,5000,500,50000,0
9089,Melissa,Willis,Mauritius,40,Female,24289,37,14,220,46,90348,991,100,1000,5000,500,50000,1
2018,Cynthia,Rodriguez,Christmas Island,54,Female,51283,8,34,264,42,93369,996,100,1000,5000,500,50000,0
5937,James,Ross,Nepal,63,Female,71972,69,1,256,25,78821,975,100,1000,5000,500,50000,1
8025,Mary,Thompson,Russian Federation,64,Female,38600,15,6,293,32,92162,999,100,1000,5000,500,50000,0
6330,Marc,Jordan,Algeria,79,Male,136594,48,36,264,39,94031,998,100,1000,5000,500,50000,1
2320,Joseph,Martinez,Madagascar,44,Male,55042,31,37,271,37,94011,999,100,1000,5000,500,50000,0
4542,Terri,Smith,Madagascar,67,Male,108904,38,8,191,37,94556,998,100,1000,5000,500,50000,0
6867,Vanessa,Miller,Nepal,51,Male,99502,58,14,293,43,93983,994,100,1000,5000,500,50000,1
8046,Sean,Newton,Greenland,68,Female,39940,45,12,141,34,97110,995,100,1000,5000,500,50000,0
6067,Ryan,Fisher,French Polynesia,59,Female,30755,71,13,242,46,90757,992,100,1000,5000,500,50000,1
5261,Brandon,Johnson,Congo,18,Female,133428,11,34,365,26,88971,990,100,1000,5000,500,50000,1
4110,Edwin,Herman,Afghanistan,26,Female,116781,40,6,184,32,92102,999,100,1000,5000,500,50000,0
5360,John,Harris,Costa Rica,59,Female,52692,43,33,90,20,79208,964,99,1000,5000,500,50000,1
3826,Tyrone,Friedman,Fiji,73,Female,127759,69,18,278,48,89396,988,100,1000,5000,500,50000,1
4290,James,Collier,Liechtenstein,63,Male,108716,46,6,329,27,87217,992,100,1000,5000,500,50000,1
5261,George,Torres,Montserrat,49,Female,49662,21,29,126,34,98719,992,100,1000,5000,500,50000,0
5937,James,Ross,Nepal,63,Female,71972,75,24,235,50,85178,980,100,1000,5000,500,50000,1
1220,Dwayne,Leonard,British Virgin Islands,67,Female,30388,47,40,235,33,90923,1000,100,1000,5000,500,50000,0
3149,Clifford,Johnson,Fiji,18,Female,142917,36,32,155,38,97312,995,100,1000,5000,500,50000,0
8641,Michael,Rose,Kazakhstan,48,Male,112785,23,40,314,27,85701,991,100,1000,5000,500,50000,1
2401,Mary,Johnson,Taiwan,28,Female,33243,52,15,242,47,88812,988,100,1000,5000,500,50000,1
7544,Phillip,Olsen,Turkey,18,Male,95303,10,2,170,22,75493,960,100,1000,5000,500,50000,1
8505,Cynthia,Bright,France,52,Male,87994,15,8,285,37,94541,998,100,1000,5000,500,50000,0
